user_id,session_id,messagenum,task_code,timestamp,module_num,solved
1,t000001,1,observations,1579629776.000000,6,0
1,t000001,2,debugging,1579629866.000000,6,0
1,t000001,3,confirmation,1579629956.000000,6,0
1,t000001,4,request_direction,1579630046.000000,6,0
1,t000001,5,course_platform,1579630136.000000,6,0
1,t000001,6,request_direction,1579630226.000000,6,0
1,t000001,7,concept_guidance_non_procedural,1579630316.000000,6,0
1,t000001,8,request_direction,1579630406.000000,6,0
1,t000001,9,course_platform,1579630496.000000,6,0
1,t000001,10,social_turn,1579630586.000000,6,0
1,t000001,11,confusion,1579630676.000000,6,0
1,t000001,12,social_turn,1579630766.000000,6,0
1,t000001,13,code_generation,1579630856.000000,6,0
1,t000001,14,challenge_understanding,1579630946.000000,6,0
1,t000001,15,challenge_understanding,1579631036.000000,6,0
1,t000001,16,social_turn,1579631126.000000,6,0
1,t000001,17,direct_solution,1579631216.000000,6,0
1,t000001,18,request_direction,1579631306.000000,6,0
1,t000001,19,confirmation,1579631396.000000,6,0
1,t000002,1,direct_solution,1584940902.000000,7,1
1,t000002,2,debugging,1584940992.000000,7,1
1,t000002,3,confusion,1584941082.000000,7,1
1,t000002,4,non_sequitur,1584941172.000000,7,1
1,t000002,5,confirmation,1584941262.000000,7,1
1,t000002,6,non_sequitur,1584941352.000000,7,1
1,t000002,7,help_request,1584941442.000000,7,1
1,t000002,8,help_request,1584941532.000000,7,1
1,t000002,9,vague_request,1584941622.000000,7,1
1,t000002,10,observations,1584941712.000000,7,1
1,t000002,11,observations,1584941802.000000,7,1
1,t000002,12,direct_solution,1584941892.000000,7,1
1,t000003,1,direct_solution,1578056710.000000,7,0
1,t000003,2,observations,1578056800.000000,7,0
1,t000003,3,direct_solution,1578056890.000000,7,0
1,t000003,4,vague_request,1578056980.000000,7,0
1,t000003,5,confirmation,1578057070.000000,7,0
1,t000003,6,course_platform,1578057160.000000,7,0
1,t000003,7,pasted_context_dump,1578057250.000000,7,0
1,t000003,8,confirmation,1578057340.000000,7,0
1,t000003,9,confirmation,1578057430.000000,7,0
1,t000003,10,concept_guidance_non_procedural,1578057520.000000,7,0
1,t000003,11,debugging,1578057610.000000,7,0
1,t000004,1,debugging,1578734148.000000,2,1
1,t000004,2,non_sequitur,1578734238.000000,2,1
1,t000004,3,non_sequitur,1578734328.000000,2,1
1,t000004,4,request_direction,1578734418.000000,2,1
1,t000004,5,observations,1578734508.000000,2,1
1,t000004,6,confusion,1578734598.000000,2,1
1,t000004,7,course_platform,1578734688.000000,2,1
1,t000004,8,help_request,1578734778.000000,2,1
1,t000004,9,challenge_understanding,1578734868.000000,2,1
1,t000004,10,help_request,1578734958.000000,2,1
1,t000004,11,observations,1578735048.000000,2,1
1,t000004,12,direct_solution,1578735138.000000,2,1
1,t000004,13,vague_request,1578735228.000000,2,1
1,t000005,1,observations,1578153518.000000,7,0
1,t000005,2,debugging,1578153608.000000,7,0
1,t000005,3,concept_guidance_non_procedural,1578153698.000000,7,0
1,t000005,4,confusion,1578153788.000000,7,0
1,t000005,5,direct_solution,1578153878.000000,7,0
1,t000005,6,help_request,1578153968.000000,7,0
1,t000005,7,confirmation,1578154058.000000,7,0
1,t000005,8,debugging,1578154148.000000,7,0
1,t000005,9,direct_solution,1578154238.000000,7,0
1,t000005,10,help_request,1578154328.000000,7,0
1,t000005,11,course_platform,1578154418.000000,7,0
1,t000005,12,concept_guidance_non_procedural,1578154508.000000,7,0
1,t000005,13,concept_guidance_non_procedural,1578154598.000000,7,0
1,t000005,14,help_request,1578154688.000000,7,0
1,t000005,15,code_generation,1578154778.000000,7,0
1,t000005,16,course_platform,1578154868.000000,7,0
1,t000005,17,request_direction,1578154958.000000,7,0
1,t000005,18,concept_guidance_procedural,1578155048.000000,7,0
1,t000005,19,pasted_context_dump,1578155138.000000,7,0
1,t000005,20,code_generation,1578155228.000000,7,0
1,t000005,21,pasted_context_dump,1578155318.000000,7,0
1,t000005,22,confirmation,1578155408.000000,7,0
1,t000006,1,code_generation,1581661693.000000,6,1
1,t000006,2,confusion,1581661783.000000,6,1
1,t000006,3,code_generation,1581661873.000000,6,1
1,t000006,4,debugging,1581661963.000000,6,1
1,t000006,5,observations,1581662053.000000,6,1
1,t000006,6,confusion,1581662143.000000,6,1
1,t000006,7,course_platform,1581662233.000000,6,1
1,t000006,8,challenge_understanding,1581662323.000000,6,1
1,t000006,9,social_turn,1581662413.000000,6,1
1,t000006,10,help_request,1581662503.000000,6,1
1,t000006,11,confirmation,1581662593.000000,6,1
1,t000006,12,confusion,1581662683.000000,6,1
1,t000006,13,request_direction,1581662773.000000,6,1
1,t000006,14,direct_solution,1581662863.000000,6,1
1,t000006,15,non_sequitur,1581662953.000000,6,1
1,t000006,16,concept_guidance_procedural,1581663043.000000,6,1
1,t000006,17,vague_request,1581663133.000000,6,1
1,t000006,18,confusion,1581663223.000000,6,1
1,t000007,1,confusion,1581787465.000000,5,0
1,t000007,2,confirmation,1581787555.000000,5,0
1,t000007,3,observations,1581787645.000000,5,0
1,t000007,4,non_sequitur,1581787735.000000,5,0
1,t000007,5,observations,1581787825.000000,5,0
1,t000007,6,challenge_understanding,1581787915.000000,5,0
1,t000007,7,direct_solution,1581788005.000000,5,0
1,t000007,8,concept_guidance_non_procedural,1581788095.000000,5,0
1,t000007,9,help_request,1581788185.000000,5,0
1,t000007,10,request_direction,1581788275.000000,5,0
1,t000007,11,concept_guidance_non_procedural,1581788365.000000,5,0
1,t000007,12,concept_guidance_procedural,1581788455.000000,5,0
1,t000007,13,course_platform,1581788545.000000,5,0
1,t000007,14,concept_guidance_non_procedural,1581788635.000000,5,0
1,t000008,1,non_sequitur,1581419338.000000,2,1
1,t000008,2,concept_guidance_non_procedural,1581419428.000000,2,1
1,t000008,3,non_sequitur,1581419518.000000,2,1
1,t000008,4,course_platform,1581419608.000000,2,1
1,t000008,5,social_turn,1581419698.000000,2,1
1,t000008,6,concept_guidance_procedural,1581419788.000000,2,1
1,t000008,7,social_turn,1581419878.000000,2,1
1,t000008,8,pasted_context_dump,1581419968.000000,2,1
1,t000008,9,non_sequitur,1581420058.000000,2,1
1,t000008,10,confusion,1581420148.000000,2,1
1,t000008,11,pasted_context_dump,1581420238.000000,2,1
1,t000008,12,debugging,1581420328.000000,2,1
